countryiso3code,country_name,income_inequality_2010,income_inequality_2011,income_inequality_2012,income_inequality_2013,income_inequality_2014,income_inequality_2015,income_inequality_2016,income_inequality_2017,income_inequality_2018,income_inequality_2019,income_inequality_2020,income_inequality_2021,income_inequality_2022,income_inequality_2023,youth_unemployment_2010,youth_unemployment_2011,youth_unemployment_2012,youth_unemployment_2013,youth_unemployment_2014,youth_unemployment_2015,youth_unemployment_2016,youth_unemployment_2017,youth_unemployment_2018,youth_unemployment_2019,youth_unemployment_2020,youth_unemployment_2021,youth_unemployment_2022,youth_unemployment_2023,inflation_2010,inflation_2011,inflation_2012,inflation_2013,inflation_2014,inflation_2015,inflation_2016,inflation_2017,inflation_2018,inflation_2019,inflation_2020,inflation_2021,inflation_2022,inflation_2023
GEO,Georgia,39.5,39.6,39.0,38.6,37.6,36.5,36.6,37.9,36.4,35.9,34.5,34.2,33.5,34.8,,,32.562,30.954,28.772,27.436,26.815,24.758,26.851,25.998,24.906,22.357,20.166,18.049,7.11017897486099,8.5429333333333,-0.943658853270964,-0.512058410947092,3.06881210379543,4.00357820695097,2.13492713939121,6.03531725272117,2.6152447139767,4.85289821696723,5.2024648897534,9.56691433824769,11.8981654203198,2.48776056578715
GHA,Ghana,,,42.4,,,,43.5,,,,,,,,20.248,,,14.129,,31.211,,22.994,,,,22.745,27.604,21.934,10.7333898354915,8.7284593709302,11.1863409441067,11.6661923071729,15.4896160333318,17.1499695007878,17.4546347070868,12.3719215507048,7.80876516610703,7.14364003330857,9.88728956269944,9.9710886750444,31.2558951049016,38.1069656296501
GIN,Guinea,,,33.7,,,,,,29.6,,,,,,,,,,24.885,,,,,34.301,,,,,15.0502688559001,21.3169268542577,15.2262941038638,11.8875884481828,6.1505055670642,11.7800825029834,8.17268112275132,8.91435947913097,9.82761701259191,9.47001039253012,10.6016203387167,12.5972882566934,10.4930409984424,7.80497591927973
GMB,"Gambia, The",43.6,,,,,35.9,,,,,38.8,,,,,,31.083,,,,,,28.987,,,,,39.848,5.04968075857402,4.7958826618311,4.25432199813899,5.69912989637382,5.94799935696626,6.8084549457961,7.22879272057922,8.03418974545911,6.52096823946573,7.11567625631192,5.93127636562441,7.37034758876618,11.5131198380505,16.9742129632327
GNB,Guinea-Bissau,50.6,,,,,,,,34.8,,,33.4,,,,,,,,,,,21.585,31.157,,,13.201,,2.51785140171701,5.046102263202,2.13054580274503,1.20712555668405,-1.50924460570494,1.47672048910485,1.50312055861088,1.69111461822298,0.381324702790992,0.24660026814783,1.14000939393222,2.24248879577658,9.39075933985203,7.10220928557059
GNQ,Equatorial Guinea,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,,,7.78916547991184,4.805389221557,3.65662048278806,2.94887694639662,4.30999866149107,1.67663085315988,1.41193915479015,0.74435474661241,1.06007410662171,1.53027528964189,4.76669523944228,-0.0971007664640198,4.78671704710803,2.85949506037322
GRC,Greece,34.1,34.8,36.3,36.1,35.8,36.0,35.0,34.4,32.9,33.1,33.6,32.9,33.4,33.4,15.767,18.311,21.134,21.244,19.869,17.896,16.239,15.885,14.688,12.977,13.53,12.048,11.352,12.505,4.71298907760395,3.3298532335065,1.50152696177758,-0.921269454256899,-1.31226096405525,-1.73588804765275,-0.825653978391033,1.12125452031425,0.62562141345364,0.253007522038059,-1.24798355581405,1.22382501019854,9.64525981280642,3.46480128513405
GRD,Grenada,,,,,,,,,43.8,,,,,,,,,,,,,,26.434,23.131,28.138,26.734,,20.092,3.43650905943351,3.0334728033474,2.41077704021862,-0.0439997864828058,-0.98360305555498,-0.515448031435329,1.65038994431573,0.908458255874249,0.804102313277033,0.598149764736022,-0.740732597045498,1.21951193916838,2.5805392590792,2.69612269814564
GTM,Guatemala,,,,,48.3,,,,,,,,,45.2,27.862,25.111,22.909,27.654,26.901,26.664,27.42,27.263,27.79,28.185,,26.139,29.552,23.824,3.8595090983316,6.214123930671,3.78180754679678,4.34337131279521,3.4183616966296,2.3887203283955,4.44844199942827,4.42453655182546,3.75186186704508,3.69998398008605,3.21444062197345,4.26105127422813,6.88512823344287,6.20657592272126
GUY,Guyana,,,,,,,,,,,,,,,,,,,,,,,42.926,45.662,,,,,3.73337757704246,4.9777356370697,2.39193521312334,1.90125181860582,0.852630497539914,-1.00173432776374,0.836008061506207,1.90465615515584,1.28284288443528,2.08723089162013,0.99333702283873,5.03285574626702,6.11505550109935,2.82110335099641
HKG,"Hong Kong SAR, China",,,,,,,,,,,,,,,6.954,6.156,6.144,6.675,6.622,6.603,6.099,6.384,6.488,6.725,8.992,7.242,6.701,5.942,2.29289088604673,5.3052489299392,4.05390950903844,4.33799342105267,4.42364532019699,2.99084819322581,2.40930743862224,1.49387243939522,2.40613432046534,2.88320853773996,0.2509620210808,1.56875834445922,1.88136707196853,2.09660511249089
HND,Honduras,53.1,52.6,53.4,50.0,49.9,49.2,49.8,49.4,48.9,48.2,,,,46.8,26.206,27.552,28.668,26.81,28.674,26.957,27.817,27.716,26.681,28.106,,31.916,31.232,30.39,4.69889064976226,6.7622795731476,5.19618615531848,5.16189898581494,6.12924930313022,3.15783117980923,2.72461223295289,3.93436084442044,4.34734937777528,4.36587159819267,3.46841177951184,4.48087963413445,9.08963911525025,6.66325180347457
HRV,Croatia,32.4,32.3,32.5,32.0,32.1,31.1,30.9,30.4,29.7,28.9,29.5,28.9,30.0,30.1,15.666,16.218,16.649,19.561,18.871,17.952,16.664,15.26,13.33,11.966,12.055,12.53,11.425,9.874,1.03055505333574,2.2727272727273,3.41207349081358,2.21658206429779,-0.215196159576268,-0.464499004644911,-1.12500000000002,1.12937210282347,1.50012501041756,0.771820346498019,0.154811374562106,2.55450699642041,10.7805806758686,7.9412817758683
HTI,Haiti,,,41.1,,,,,,,,,,,,,,21.086,,,,,,,,,,,,4.82734190074673,6.33279483849042,5.01804155429246,4.76502404779142,3.43816659958601,6.73184069658997,11.5029073942666,10.6800887242584,12.4814111170435,18.7037825672506,22.7963113642528,16.8415240198785,33.98393194707,36.8135162780854
HUN,Hungary,29.4,29.2,30.8,31.5,30.9,30.4,30.3,30.6,,,,,,,12.555,13.213,14.785,15.466,13.619,11.581,11.047,11.039,10.741,11.015,11.743,10.615,9.841,9.832,4.85555795691956,3.9299209893507,5.65214517088646,1.73319984983101,-0.227566270988219,-0.0616446800641672,0.394769306686392,2.34824281150154,2.85024792594646,3.33858635382008,3.32674385766738,5.11096534382855,14.6081439492433,17.1249659678737
IDB,IDA blend,,,,,,,,,,,,,,,,30.2469722681908,,28.9028634096246,,,30.6802159500821,,,27.3104306780583,,,,,,,,,,,,,,,,,,
IDN,Indonesia,34.6,37.9,37.1,38.9,38.8,38.2,36.9,36.4,36.3,35.4,35.3,35.5,35.5,36.1,26.649,25.897,22.949,22.888,22.354,22.919,22.479,21.449,21.738,20.547,21.8,22.455,22.336,21.365,5.13420639015885,5.35604849112582,4.2795142691943,6.41249457900391,6.39492882396559,6.36312061196646,3.52580452815451,3.80879857691949,3.19834755924996,3.03058460941661,1.91983527270793,1.56007882983334,4.20946463714784,3.66938654859761
IND,India,,28.8,,,,,,,,,,,25.5,,28.943,,26.863,,,,,,30.805,31.195,30.703,28.006,25.763,23.494,11.9893899204244,8.91179336483371,9.47899691419801,10.0178784746102,6.66565671867899,4.90697344127256,4.94821634062141,3.32817337461298,3.9388264669163,3.72950573539129,6.62343677628535,5.13140747176369,6.69903414079852,5.64914318907925
IRL,Ireland,32.3,32.9,33.2,33.5,31.9,31.8,32.8,31.4,30.6,30.3,29.2,29.4,29.9,29.0,19.454,19.164,19.201,16.44,15.287,14.293,12.629,10.979,10.113,10.182,12.103,7.24,6.441,5.067,-0.918388645376774,2.5489783020855,1.69474116680366,0.515099484900573,0.190916398713745,-0.330959783371788,0.0201247735963237,0.362173038229378,0.471130713712916,0.937842961189274,-0.326183651280033,2.34034113447044,7.82945736434105,6.29942487419125
IRN,"Iran, Islamic Rep.",,34.7,34.4,34.0,34.8,35.3,35.9,36.7,37.4,36.5,35.8,35.5,34.8,35.9,34.426,32.9,32.103,33.452,33.334,32.746,32.382,32.263,32.09,30.401,29.404,27.468,26.94,25.65,10.0893629287979,26.2933856738608,27.2568127242908,36.6030355191029,16.6065532357449,12.4846815611533,7.24542548952979,8.04492437660278,18.0141183371874,39.9073455697784,30.5941390387295,43.3890162681514,43.4884641742179,44.5791857572797
IRQ,Iraq,,,29.5,,,,,,,,,,,29.8,,,40.645,,,,,,,,,36.932,,,2.8777472527476,5.801455370853,6.08909641595043,1.87949800749469,2.23597407904679,1.39333028780309,0.556521397155511,0.18405889884769,0.367441488936849,-0.198965380023928,0.574162679425795,6.04186489058044,4.99476596381044,4.35835351089586
ISL,Iceland,26.2,26.8,26.8,25.4,27.8,26.8,27.2,26.1,26.6,26.8,,,,,7.885,7.147,6.644,6.474,5.721,4.751,4.286,4.066,5.305,5.237,6.655,6.973,6.08,5.843,5.39673113167477,4.0010266434312,5.18589988750698,3.87227923748249,2.04461481539333,1.63305558181326,1.69692761997751,1.76041559180596,2.68291768267392,3.01397179156053,2.84792401518665,4.44423970189739,8.3087551155892,8.73630299937298
ISR,Israel,42.6,41.5,41.3,39.9,39.8,39.7,39.0,38.2,38.6,38.3,37.8,37.9,38.3,,,,15.382,14.425,14.472,14.314,13.683,13.575,13.418,14.285,16.064,16.762,15.453,14.935,2.70270270270273,3.48837209302323,1.67553715750052,1.58976347421476,0.467557251908503,-0.617342577642765,-0.535168195718695,0.249807840123008,0.805060379528526,0.817645940292794,-0.575254620897756,1.47965474722561,4.41162725488371,4.22522603168918
ITA,Italy,34.7,35.1,35.2,34.9,34.7,35.4,35.2,35.9,35.2,34.6,35.2,34.8,33.7,34.3,18.997,19.675,20.971,22.166,22.183,21.457,19.974,20.2,19.239,18.128,19.132,19.768,15.858,12.672,1.52551602118248,2.78063272879323,3.04136333226775,1.21999342274306,0.241047429826756,0.0387903996579733,-0.09401665691575,1.22653316645812,1.13748763600391,0.611246943765304,-0.13770757391651,1.87378325762481,8.20128991161718,5.62219442195901
JAM,Jamaica,,,,,,,,,35.3,,,39.9,,,31.609,31.524,32.302,33.782,32.959,,29.764,27.877,26.058,22.908,29.665,26.052,21.79,19.696,12.6105519975603,7.555856465809,6.87397708674309,9.34150076569673,8.27407886231419,3.69154228855725,2.35102197485846,4.37839864991561,3.73663882152163,3.90510000865872,5.2267777929352,5.86278242801063,10.3495688391272,6.47413734662063
JOR,Jordan,33.7,,,,,,,,,,,,,,,,,,,,,38.059,36.519,36.001,35.385,32.849,31.495,30.233,4.84551875852116,4.1624416292779,4.5152295667099,4.82462314269537,2.89947905006057,-0.876851359704049,-0.778430463054142,3.32389447576097,4.46231108475481,0.761514047265601,0.333294350628378,1.34609377243118,4.22915568897117,2.08486986327134
JPN,Japan,31.5,33.0,32.5,31.5,31.3,30.7,31.8,31.8,32.9,33.0,32.3,,,,4.34,,4.26,3.96,3.74,3.66,3.55,3.32,2.97,3.14,,,,,-0.728243207517779,-0.27245561610124,-0.0440645104432602,0.335037912184741,2.75922671353253,0.795279630579839,-0.127258844489754,0.484199796126385,0.989094598021848,0.46877615938395,-0.024995834027731,-0.233352779398264,2.49770278172255,3.26813365933163
KAZ,Kazakhstan,28.0,28.0,28.2,27.1,27.0,26.8,27.2,27.5,27.8,28.0,28.7,29.2,,,8.198,7.8,8.026,8.021,8.763,8.464,9.491,,,,,,,,7.40046356341396,8.4529046617679,5.19568369035073,5.94283871648418,6.84944977003358,6.67828585615236,14.3610942386248,7.44266321306792,6.16366247577762,5.33356098916669,6.71815454861458,8.04147134028401,15.0278644440851,14.5275597825952
KEN,Kenya,,,,,,40.8,,,,,36.2,38.7,38.5,,,,,,,,13.731,,,19.667,,18.503,27.785,,3.96138889115385,14.0224913014704,9.37777003547598,5.71749357037733,6.87815499275949,6.58215429284779,6.29724953814625,8.00564967709945,4.6898064677633,5.23963795764792,5.40516207933392,6.10793603659176,7.65986268272224,7.67139634029402
KGZ,Kyrgyz Republic,30.1,27.8,27.4,28.8,26.8,29.0,26.8,27.3,27.7,29.7,29.0,28.8,26.4,27.2,19.072,17.691,18.043,22.592,21.43,21.674,20.545,21.523,20.691,21.553,22.719,19.964,19.826,19.307,7.96772225579684,16.6363262731495,2.76844236540957,6.61375202358082,7.5342472977589,6.50331838993384,0.388838296895799,3.1753098637994,1.54266145238436,1.13362257718804,6.32542296338078,11.9050398185147,13.9229093174176,10.7532770416742
KHM,Cambodia,,,,,,,,,,,,,,,5.305,5.104,12.718,6.34,6.318,6.592,6.414,6.46,,11.383,5.692,6.188,,6.315,3.99639528107218,5.4784474961745,2.93431609293951,2.94162509547349,3.85568861424207,1.22393195511119,3.01913975139128,2.91263557371478,2.45908515380146,1.94257500833107,2.9402951426397,2.92073477592949,5.34370264895437,2.12746796594194
KIR,Kiribati,,,,,,,,,,27.8,,,,24.7,,,,,,46.89,,,,52.01,53.669,,,35.412,-3.89955040651649,1.4974097987597,-3.04586292775571,-1.488059084681,2.10398520925043,0.572015743634256,1.91731090233378,0.355520888546828,0.564030491493476,-1.81307995302947,2.5532455441463,2.05361676773907,5.34595440908904,9.28307374517721
KNA,St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.850878649795844,5.8351651957086,0.816089281562459,1.10698554000129,0.247865392364942,-2.30187563045616,-0.687037123294039,0.694916711613604,-1.03712214131572,-0.329562063663977,-1.16724501769353,1.195688870384,2.66817533111249,3.55711230848243
KOR,"Korea, Rep.",32.0,,31.6,,31.2,,35.2,34.9,33.7,33.2,32.7,32.9,,,,,,,,,,,,,,,,,2.93928652655686,4.0259650043609,2.18707104433314,1.30134754547413,1.27477446401322,0.70633177245575,0.971685739912168,1.94433230786366,1.47583935002645,0.383000303608136,0.537288023411737,2.49833333333339,5.08951365062842,3.5974562502901
KWT,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49640287769787,4.8394034987095,3.25514600287211,2.68229684085039,2.90892672858625,3.27170166092133,3.19839776658374,2.17183298510006,0.543133148199567,1.09184802655856,2.101729548274,3.42362947609188,3.98064961990313,3.64216403030709
LAC,Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,,20.2244292881801,20.2953188172628,20.5706431938932,20.669686837013,21.3012479812766,21.9248936410276,21.8223450169748,21.7449183755833,21.6043169145403,23.7724974299601,21.7821759024889,20.3694992797102,19.3116034824517,,,,,,,,,,,,,,
LAO,Lao PDR,,,36.0,,,,,,38.8,,,,,,5.123,,,,,6.781,,25.8,,,,,22.509,,5.98254521550082,7.5689885610998,4.2551267783209,6.37142717782947,4.12924306873771,1.27735427102992,1.59691227583204,0.825478607568026,2.04039266890201,3.32255881256925,5.10407262959919,3.75562036658877,22.9562225132056,31.2301341732646
LBN,Lebanon,,31.8,,,,,,,,,,,35.5,,,,,,,,,,,23.518,,,,,3.98347941855833,4.97148571692384,6.58147447683677,4.82101956297399,1.8546042134091,-3.74914524799629,-0.783359624361508,4.32135218303191,6.07698907889607,3.00538949390383,84.8643330472041,154.756096023393,171.205491336641,221.341644023365
LBR,Liberia,,,,,33.2,,35.3,,,,,,,,24.285,,,,15.132,,13.233,39.937,,,,,,,7.28992796890218,8.488167518494,6.83178703418548,7.577306817414,9.86111285574904,7.74869687621322,8.83424868336488,12.4196323907138,23.5635148953742,26.9662760197878,16.9557241496255,7.81559385858648,7.59298486560313,10.0944535665552
LBY,Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79989500109268,15.5184815317561,6.05980392156864,2.60581802719517,2.43294141599225,10.4022933588151,25.8538742124461,25.8036184788338,13.1702038536721,-2.16217883470595,1.44703656998741,2.86833027751019,4.51030149235703,2.37317531435169
LCA,St. Lucia,,,,,,43.7,,,,,,,,,,,,,,,33.633,33.755,32.492,29.941,35.411,39.203,27.088,30.931,3.25034409180129,2.76940794144093,4.17763587102515,1.46856511035428,3.51695551369241,-0.983600952696996,-3.07821765676927,0.104262078958441,1.93561893150602,0.539087559191757,-1.75580833517594,2.41070312174393,6.37814695133351,4.07060821926204
LCN,Latin America & Caribbean,,,,,,,,,,,,,,,,20.1216144458385,20.1495494392265,20.5130444704029,20.574784951717,21.1779966910623,21.6402054569542,21.7145864486824,21.6901434783769,21.5403878590861,24.2219054766172,21.5143042807719,20.1211662760691,19.1409429573449,,,,,,,,,,,,,,
LKA,Sri Lanka,,,38.7,,,,39.3,,,37.7,,,,,26.68,26.523,,28.13,29.558,26.63,27.09,24.722,24.184,21.213,21.512,19.378,18.051,18.198,6.2176488930462,6.7167684358854,7.54291373239437,6.90845034828452,3.1790022823606,3.76836783062096,3.9588884659307,7.70413767850602,2.135037737132,3.52839358231811,6.15394508391738,7.01478071238195,49.7211021114327,16.5411742279832
LSO,Lesotho,,,,,,,,44.9,,,,,,,,,,,,,,,,35.152,,,,,-2.40524254598706,5.0366305210156,6.05143662139967,4.86511899496385,5.37028961008587,3.21844513655931,6.59650490696543,4.447699373763,4.7518030162474,5.18708359197982,4.97809676252309,6.04774591950676,8.27180389943028,6.34221743124953
LTU,Lithuania,33.6,32.5,35.1,35.3,37.7,37.4,38.4,37.3,35.7,35.3,36.0,36.7,36.6,36.0,13.174,11.825,11.171,11.144,9.911,9.196,9.405,9.149,8.039,8.649,10.76,11.314,9.653,13.546,1.31921362055463,4.13027562645085,3.08998277055417,1.04747937065344,0.103758009433708,-0.884097405500596,0.905525075460342,3.72288862303707,2.69792779208394,2.33450937988027,1.19989444983569,4.68354420903453,19.7050461518394,9.11731962390475
LUX,Luxembourg,30.5,32.1,34.3,32.0,31.2,32.9,31.7,34.5,35.4,34.2,33.4,32.7,34.1,33.6,5.215,4.999,5.736,5.364,6.344,5.808,6.218,6.195,5.599,4.775,6.712,9.827,9.969,8.184,2.2736791162154,3.41068341068342,2.66284165508021,1.73403963519162,0.628543985440717,0.474743161437779,0.290833333333317,1.73079959118887,1.5281952430738,1.74332075653848,0.819957302127036,2.52692009066166,6.33600807777919,3.74140361983136
LVA,Latvia,35.0,35.8,35.2,35.5,35.1,34.2,34.3,35.6,35.1,34.5,35.7,34.3,33.7,34.0,17.814,16.035,14.895,13.03,12.024,10.518,11.205,11.956,7.897,9.24,8.547,8.687,7.767,5.7,-1.08463595015155,4.37073559939223,2.25778924374585,-0.029454778257828,0.620490636732421,0.174242243625186,0.140633334505327,2.93036312374665,2.53445424186598,2.81140920075624,0.219064904841985,3.27582937431165,17.3102830198815,8.9380462331663
MAC,"Macao SAR, China",,,,,,,,,,,,,,,6.19,6.3,5.76,5.27,5.0,5.31,4.96,,,,,,,,2.80947242060843,5.80624616691043,6.10738928336549,5.50057779178484,6.04823452094076,4.56056338028173,2.36895749705898,1.22812404052809,3.00446293166953,2.75193081051975,0.811410511491512,0.0264543647055504,1.04502802369954,0.476384495788075
MAR,Morocco,,,,39.5,,,,,,,,,,,,,,,35.275,,,,,,,,,,0.993557401226392,0.9069249096918,1.28712240079219,1.88065466724086,0.442310053557048,1.5579071134626,1.63531114327064,0.754663249323619,1.80391671141896,0.303386036590383,0.705968661338261,1.40195883962006,6.65704202759067,6.09114152504141
MDA,Moldova,32.1,30.6,29.2,28.5,26.8,27.0,26.3,25.9,25.7,26.0,25.0,25.7,25.9,26.8,19.453,19.724,19.282,18.627,16.845,15.768,16.272,16.922,17.83,17.479,15.592,13.55,14.963,13.308,7.48385086350851,7.6872510335619,4.54633427355302,4.59787897363127,5.08878554625869,9.67624033101859,6.35930898037931,6.57022997455611,3.04505397337071,4.83778351428728,3.76597122245351,5.10641129002835,28.7372976766235,13.4170104381299
MDG,Madagascar,42.4,,42.6,,,,,,,,,36.8,,,,,3.791,,,,,,,,,,24.327,,9.24732173644116,9.48254048582992,5.71384434191053,5.8264294445198,6.08040811088302,7.40419174202129,6.03575858154679,8.60905075422949,8.59422958870476,5.61051441492365,4.20179312190557,5.81225118787715,8.16059031991844,9.87432675044888
MDV,Maldives,,,,,,,31.3,,,29.3,,,,,,,,,21.844,,24.338,,,26.27,,,,,6.14988536750173,11.2734146055937,10.884695658563,3.8056300091943,2.12000175718134,0.953206658777607,0.502509413611612,2.81747338234509,-0.133373386117595,0.220029731065383,-1.36977425569811,0.543149688737013,2.33314337624567,2.92746542425035
MEA,"Middle East, North Africa, Afghanistan & Pakistan",,,,,,,,,,,,,,,31.4122088650153,,34.3423992570631,,31.1217469002747,,,,,28.4827928441917,37.7315886996416,32.4350622470837,,,,,,,,,,,,,,,,
MEX,Mexico,47.7,,49.6,,48.9,,46.9,,46.0,,44.6,,43.5,,22.177,21.77,21.099,20.437,20.25,19.716,19.498,18.701,18.412,18.299,20.052,17.918,16.824,15.913,4.15672722680174,3.40737824605742,4.11150981070289,3.80639069747204,4.01861608078679,2.72064064964023,2.8217078474766,6.04145724018986,4.89935015356551,3.63596142127046,3.39683415570006,5.68920847683753,7.8962761916855,5.52796087314389
MHL,Marshall Islands,,,,,,,,,,35.5,,,,,,,,,,,,,,42.941,,39.972,,,,,,,,,,,,,,,,
MKD,North Macedonia,40.1,39.4,38.1,36.2,35.2,35.6,34.5,34.2,33.0,33.5,,,,,26.423,25.322,25.05,24.315,25.495,24.907,24.807,25.344,24.496,18.669,19.844,18.311,18.427,19.131,1.50997522027613,3.9047542206974,3.31605566687647,2.78500056726109,-0.281705032928494,-0.299920475631462,-0.239290787684501,1.35161889677442,1.45831298507126,0.766439573459805,1.20007348888469,3.23074912132928,14.2047173195833,9.36187249769015
MLI,Mali,,,,,,,,,36.0,,,35.7,,,13.47,,,18.215,21.308,24.945,33.977,28.556,26.716,31.804,30.862,,31.519,31.343,1.10892690670186,2.95564395229392,5.32312847064058,-0.606736356351563,0.883814547137841,1.45069057605961,-1.79964707083386,1.75985742927165,0.299546507387843,-1.65826694846365,0.438088940320669,3.92560283104277,9.62147608489064,2.05880228274223
MLT,Malta,29.0,29.1,29.4,28.8,29.0,29.4,29.1,29.2,28.7,31.0,31.4,31.6,34.6,31.8,9.534,10.175,10.818,9.915,10.269,10.538,8.758,8.585,7.365,9.113,9.638,11.61,6.177,7.882,1.51563513618532,2.9629852819288,2.37582057760386,1.1802843636655,0.310306472181665,1.10054826378929,0.642702771527304,1.36435448150708,1.15782362451517,1.6420600176894,0.638544956776712,1.49789217934724,6.15375621933037,5.09396758978883
MMR,Myanmar,,,,,,38.1,,30.7,,,,,,,,,,,28.457,18.62,,16.586,12.786,13.782,15.02,,,,7.71838195873614,5.0214601462073,1.46758322674679,5.64303883425501,4.953299184844,9.45417189526018,6.92882525816076,4.5725365531752,6.87232865662935,8.82506696804558,,,,
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,,,,,,,,,,,,,,31.426793785208,31.6228518021302,34.6086773514493,30.0989279878508,31.330278420797,29.4531615391092,,,,29.4240833354497,38.999000678004,33.2712731037863,,,,,,,,,,,,,,,,
MNE,Montenegro,28.9,30.8,41.2,39.0,38.8,39.0,38.5,36.9,36.8,35.7,35.4,34.3,,,,16.316,16.94,17.874,17.72,19.154,18.398,16.687,16.298,17.344,21.094,20.657,20.133,17.621,0.654946570148479,3.4501431124869,4.14524724981119,2.20589268141178,-0.710514051710227,1.54869158222486,-0.271385023385176,2.3802359905313,2.611223782638,0.361563704540767,-0.255655699848551,2.41080198403165,13.0403036347004,8.58476910455403
MNG,Mongolia,33.1,33.9,33.8,,32.0,,32.3,,32.7,,,,31.4,,17.629,16.539,17.586,18.39,17.452,16.806,20.454,19.822,18.884,19.528,19.173,17.331,15.318,14.622,10.0462065881651,8.41121495327101,14.3303348325838,10.4906567588241,12.2539808129759,5.73568281938327,0.733272227314397,4.30143105302342,6.82424790145522,7.30106953550729,3.7237230614026,7.35894657888155,15.1509728200805,10.347583131434
MOZ,Mozambique,,,,,54.0,,,,,50.7,,,49.6,,,,,,,,,,,,,,19.239,,12.4255421735156,11.1666056127874,2.60245456956618,4.26135250941963,2.55974875844295,3.55075967356746,17.4180418197597,15.1132073899384,3.91133439990729,2.80270307928111,3.48393567493204,6.40847652975692,10.2794018093421,7.12697482131851
MRT,Mauritania,,,,,32.6,,,,,32.0,,,,,,,39.705,,,,,35.528,,44.085,,,,,6.28354087427704,5.68631959575954,4.90242727217997,4.12910173783393,3.53436856147324,3.25472688117631,1.47171045650004,2.25427651934813,3.06735996058356,2.30009262117937,2.3856948845632,3.56516484650185,9.52526628622843,4.95305034506872
MUS,Mauritius,,,38.5,,,,,36.8,,,,,,,21.524,21.545,21.605,21.174,20.863,20.087,20.319,19.939,20.461,18.078,41.724,31.211,20.742,17.37,2.93236301369857,6.52249254869341,3.85216033315983,3.54329573934839,3.21769191994684,1.28654970760232,0.977675134718965,3.66699702675925,3.2160538314457,0.405655190309553,2.5808007718283,4.02852888157376,10.7737512242899,7.05298238454736
MWI,Malawi,45.5,,,,,,44.7,,,38.5,,,,,,18.072,,19.461,,,,23.445,,,19.41,,,,7.41159092883827,7.6228226284852,21.2712650013779,27.2833333333334,23.7920649469687,21.8673475542553,21.7111132136499,11.5433939188771,12.420178108921,9.3708360560567,8.62551469650552,9.33014410835212,20.953969729969,28.7897428247298
MYS,Malaysia,,43.6,,41.3,,41.1,,,41.2,,,40.7,,,,14.37,13.95,13.65,12.77,,11.69,11.8,12.47,11.41,13.63,9.25,10.22,,1.62285235577035,3.1744709215131,1.66357102479206,2.10501231233612,3.14299050879095,2.10438980238359,2.09056659525742,3.87120115774237,0.884709160571235,0.662891865764326,-1.1387021539305,2.47710241465447,3.37869862549928,2.48886560125754
NAC,North America,,,,,,,,,,,,,,,15.0851322374212,14.2994067398519,13.8459410930841,14.2432727641631,13.4032570265681,12.5197096288352,12.0986745956135,11.0756740766026,11.0447257913674,10.5655930405522,14.2714626632727,12.2616770698227,11.277554708559,11.2432524000596,,,,,,,,,,,,,,
NAM,Namibia,,,,,,59.1,,,,,,,,,29.345,,31.15,32.007,30.471,,33.545,,31.884,,,,,,4.8749198764395,5.005595180812,6.72199777334886,5.60092502290401,5.35016966859602,3.39401538410559,6.72858234593338,6.14579981111164,4.29159105337875,3.72239414422695,2.20938236933469,3.61690530108814,6.08128114112413,5.87993463284275
NCL,New Caledonia,,,,,,,,,,,,,,,,,,,11.84,,,39.239,32.432,27.912,33.022,,23.618,24.742,,2.42899693753383,1.74967234600262,1.27761318992718,0.178851060785511,0.570508141048402,0.578317435520754,,,,,,,
NER,Niger,,31.5,,,34.3,,,,37.3,,,32.9,,,,19.429,,,25.199,,,68.658,,24.261,,,15.657,,0.804073080882659,2.9423851401332,0.455089820359289,2.29723114955317,-0.930287259984466,-0.576090369833189,1.65388922387806,2.79637318871284,2.96760366004456,-2.48979265070855,2.8981937602627,3.8378680284051,4.22621791916392,3.70097316425834
NGA,Nigeria,35.7,,35.5,,,35.9,,,35.1,,,,33.9,,,29.086,,27.853,,,27.063,,,27.097,,,13.86,11.723,13.7400521363694,10.8261371880017,12.2242413020584,8.49551838265669,8.04741087967907,9.00943498007706,15.6968126387972,16.5022662139641,12.0951065173432,11.3964223378116,13.2460234276597,16.9528457221608,18.8471877843274,24.659550203114
NIC,Nicaragua,,,,,46.2,,,,,,,,,,,,15.025,,24.488,,,,,,,,,,5.45513425887423,8.082387980991,7.1935505333896,7.13546785289407,6.03596861798425,3.99737996694396,3.52317317628473,3.85067166284727,4.94723728039886,5.37628990844126,3.68181341625572,4.92841396948968,10.4674244465991,8.38765854872536
